OTU	Original_sample	Max_across_culture	Plate1	Plate2	Plate3	Plate4	Plate5	Plate6	Plate7	Plate8	Plate9	Plate10	Plate11	Plate12	Plate13	Plate14	Plate15	Plate16	Plate17	Plate18	Plate19	Plate20	Plate21	Plate22	Plate23	Plate24	ConsensusLineage
332	4.23E-05	4.86E-05	0	0	0	0	0	0	0	0	0	0	2.86E-05	0	0	0	0	0	0	0	0	0	4.86E-05	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus
334	0	0.000110448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000110448	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
335	4.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella
336	0	6.00E-05	0	0	5.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00E-05	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella
337	0	3.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32E-05	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
339	0	0.002140182	0.000395726	0	0.000352823	4.09E-05	0.000705807	0	0	0.000135309	0.000748863	6.14E-05	0.002059202	0	5.69E-05	0.000150233	0	0	0	0	0.000155897	0	0.002140182	0	0.001204508	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae
341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales
342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
343	0	0.000419941	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100155	0	0	0	0	0	0	0	0	0	0.000419941	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas
344	4.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Azorhizophilus
346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales
347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
348	0	0.000128036	0	0	0	4.09E-05	3.21E-05	0	0	0	0	6.14E-05	0	0	0	5.01E-05	0	0	0	0	0	0.000128036	0	0	0	6.00E-05	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
349	0	7.79E-05	0	0	0	0	0	0	4.24E-05	0	0	0	0	0	2.84E-05	5.01E-05	0	0	0	7.36E-05	7.79E-05	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter
351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
352	0	0.00011241	0	0	0	0	0	0.00011241	0	0	0	0	0	0	0	5.01E-05	0	0	0	0	3.90E-05	4.27E-05	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira
355	0	3.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68E-05	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus
359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
361	4.23E-05	8.90E-05	0	0	5.04E-05	0	0	5.62E-05	0	0	5.35E-05	0	0	8.90E-05	2.84E-05	0	2.13E-05	3.68E-05	0	0	3.90E-05	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus
362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
365	0	0.000128036	3.60E-05	0	0	4.09E-05	0	0	0	0	0	0	0	0	0	5.01E-05	0	0	0	0	0	0.000128036	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
370	8.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira
371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema
373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales
374	0	0.005812029	0	0	0	0	0	0	0	0.000135309	0	0.000184139	0	0	0	5.01E-05	0	0.005812029	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
375	0	2.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87E-05	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__
376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales
377	8.45E-05	5.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48E-05	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__
382	0	5.04E-05	0	0	5.04E-05	0	0	0	0	0	0	0	2.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia
385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas
389	0	0.000243202	7.20E-05	0	0	0	3.21E-05	0	0	0	0.000160471	0	2.86E-05	0	0	5.01E-05	2.13E-05	0	0	3.68E-05	0	0	0.000243202	0	8.60E-05	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae
391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__Gemella
395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__
396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae
397	0	5.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01E-05	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__ClostridialesFamilyXIII.IncertaeSedis; g__Mogibacterium
399	0	6.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.64E-05	0	0	Root; p__Tenericutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia
400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes
401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
402	4.23E-05	6.14E-05	0	0	0	0	0	5.62E-05	0	0	5.35E-05	6.14E-05	2.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
404	0	3.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32E-05	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira
406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Oribacterium
407	0	8.20E-05	0	8.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
409	0	0.00014714	0	0	0	0	0	0	0	0	0	6.14E-05	0	0	0	0	0	0.00014714	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
410	0	0.000252016	0	0	0.000252016	4.09E-05	3.21E-05	0	0	0	0	0	2.86E-05	0	0	0	0	0	0	0	0	0	0	0	2.87E-05	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella
412	0	3.90E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90E-05	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria
413	0	0.000164082	0	0.000164082	0	0	0	0	0	0.000135309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Tenericutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia
416	0	0.000179975	0	0	0	4.09E-05	0	0	0	0	5.35E-05	6.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179975	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales
417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
418	0	0.000100155	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100155	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera
420	0	2.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13E-05	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__
422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__ClostridialesFamilyXI.IncertaeSedis; g__Peptoniphilus
424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter
427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
429	0	0.000577478	0	0	0.000504032	4.09E-05	0.000577478	0	0	0	0	6.14E-05	2.86E-05	8.90E-05	0	0.000100155	0	0	0	0	0	8.54E-05	0	0.000232327	0.000516218	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
437	4.23E-05	0.000116923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116923	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
439	0	2.86E-05	0	0	0	0	0	0	0	0	0	0	2.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia
440	4.23E-05	8.51E-05	3.60E-05	0	0	0	0	0	0	0	5.35E-05	0	0	0	2.84E-05	0	8.51E-05	0	5.48E-05	3.68E-05	0	0	0	0	2.87E-05	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae
441	0	0.000490798	0	8.20E-05	0.000252016	0.000490798	0.000224575	0.00044964	0	0.000202963	0	0.000368279	0.0002002	8.90E-05	0	0.000100155	0	0	0	0	0.000272819	8.54E-05	0.000145921	0.000464653	5.74E-05	0.000299958	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Flavobacteria; o__Flavobacteriales; f__Flavobacteriaceae
445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Flavobacteria; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga
447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Fusobacteria; c__Fusobacteria; o__Fusobacteriales; f__Fusobacteriaceae; g__Leptotrichia
448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister
450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas
451	0	0.000302419	0	0	0.000302419	0	0.000256657	0	0	0	0	0	0.0001144	0	0	0	0	0	0	0	0	0	0	0	5.74E-05	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia
452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema
453	4.23E-05	4.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25E-05	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__
454	0	3.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68E-05	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Moryella
456	0	0.000135309	0	0	5.04E-05	0	0	5.62E-05	0	0.000135309	0	0	0	0	0	5.01E-05	0	3.68E-05	0	0	0	0	0	0	5.74E-05	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium
458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
461	0	5.72E-05	0	0	0	0	0	0	0	0	0	0	5.72E-05	0	0	5.01E-05	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes
463	0	3.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68E-05	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium
464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides
466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera
470	0	0.000256071	3.60E-05	0	0.000100806	0	0	5.62E-05	0	0.000135309	0	0	0	0.000178094	0	0.000100155	0	0	0	0	3.90E-05	0.000256071	0	9.96E-05	0	6.00E-05	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria
475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Moryella
479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia
482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae
483	0	0.000164082	3.60E-05	0.000164082	0	0	0	0	0	0	0	0.00012276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister
485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus
487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Flavobacteria; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga
488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas
489	0	6.77E-05	0	0	0	0	0	5.62E-05	0	6.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales
491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes
492	0	3.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32E-05	0	0	Root; p__Firmicutes
495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Tenericutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae
496	0	8.18E-05	0	0	0	8.18E-05	0	0	0	0	0	0	0	0	0	5.01E-05	0	0	0	0	0	0	0	3.32E-05	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Fusobacteria; c__Fusobacteria; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium
499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Catabacteriaceae; g__
502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes
505	0	0.000287801	0.000287801	0	0.000100806	0	0	0	0	0	0	6.14E-05	0	0	2.84E-05	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
508	0.00016909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium
509	0	6.77E-05	0	0	0	0	0	0	0	6.77E-05	0	0	0	0	0	0	0	3.68E-05	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
513	0.00016909	3.90E-05	0	0	0	0	0	0	0	0	0	0	2.86E-05	0	0	0	0	0	0	0	3.90E-05	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__
514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__
515	0.000211363	0.000178094	0	0	0	0	0	0	0	0	0	0	0	0.000178094	0	0	0	3.68E-05	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
