OTU	Original_sample	Max_across_culture	Plate1	Plate2	Plate3	Plate4	Plate5	Plate6	Plate7	Plate8	Plate9	Plate10	Plate11	Plate12	Plate13	Plate14	Plate15	Plate16	Plate17	Plate18	Plate19	Plate20	Plate21	Plate22	Plate23	Plate24	ConsensusLineage
102	0	0.000744199	0	0.000328165	0	0	0	0	0	0.000744199	0	0.000245519	0	8.90E-05	0	0.000300466	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Flavobacteria; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga
104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas
106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Catonella
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
108	0	0.016691044	0	0	0.000100806	0	0.002534488	0	0	0.000811853	0	0	0.0003146	0.00062333	0	0.000951475	6.38E-05	0	0	0	0	0	4.86E-05	0	0.016691044	0.000299958	Root; p__Bacteroidetes; c__Flavobacteria; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga
109	0	0.000116923	0	0	0	4.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116923	0	0	3.32E-05	0	0	Root; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__Gemella
110	0.000338181	0.001001001	7.20E-05	0	0	0	0.000481232	0	4.24E-05	6.77E-05	0.000534902	0	0.001001001	8.90E-05	8.53E-05	0.00020031	4.25E-05	3.68E-05	2.74E-05	0	3.90E-05	0	9.73E-05	0	0.000372824	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Azorhizophilus
111	4.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas
117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__Gemella
119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales
120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Parascardovia
122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister
124	0	0.000445236	0	0	0	0	0	0	0	0	0	0.00012276	0	0.000445236	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli
125	0	8.90E-05	0	8.20E-05	0	0	0	0	0	6.77E-05	0	0	0	8.90E-05	0	0	0	0	0	0	0	8.54E-05	0	0	0	0	Root; p__Firmicutes; c__Bacilli
126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae
127	0	8.20E-05	0	8.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
129	0	4.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27E-05	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Anoxybacillus
130	0	0.000947162	0	0.000164082	0	0.000163599	6.42E-05	0.00011241	0	0.000947162	0	0.000613798	2.86E-05	0.000267142	0	0.000651009	0	0	0	3.68E-05	0	0.000256071	0	3.32E-05	2.87E-05	0.000179975	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
133	0.001183632	0.000701536	3.60E-05	0	0	8.18E-05	0	0	8.48E-05	0	5.35E-05	0	2.86E-05	0	0.00019905	0.000150233	0	7.36E-05	8.22E-05	3.68E-05	0.000701536	0	0	0	0	6.00E-05	Root; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
134	0	6.14E-05	0	0	0	0	0	0	0	0	0	6.14E-05	0	0	2.84E-05	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
135	0	3.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68E-05	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales
137	0.000126818	0.000678771	0	0	0	4.09E-05	3.21E-05	0.000168615	0.000678771	0	0.000213961	0.00012276	2.86E-05	0	5.69E-05	0	4.25E-05	0.000110355	0.00027401	0	0	4.27E-05	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
138	8.45E-05	0.00019905	3.60E-05	0	5.04E-05	0	3.21E-05	0	4.24E-05	0	0	6.14E-05	0.000143	0	0.00019905	5.01E-05	2.13E-05	0	2.74E-05	0	3.90E-05	0	0	3.32E-05	2.87E-05	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium
139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
140	0	0.001353088	0	0.000984494	0	0	0	0	0	0.001353088	0	0.000797938	0	0	0	0.000901397	0	0	0	0	0	0	0	6.64E-05	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae
142	0	6.14E-05	0	0	0	0	0	0	0	0	0	6.14E-05	2.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
143	8.45E-05	8.22E-05	0	8.20E-05	0	0	0	0	4.24E-05	0	5.35E-05	0	0	0	2.84E-05	0	0	0	8.22E-05	0	0	0	0	0	2.87E-05	6.00E-05	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella
144	0	0.010483723	3.60E-05	0	0	0	0	0	0	6.77E-05	0	0.000184139	0	0	0	5.01E-05	0	0.010483723	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae
146	0.000126818	0.000294529	0.000215851	8.20E-05	0	0	6.42E-05	0	4.24E-05	0	0.000213961	0	0.0002288	0	5.69E-05	0.000150233	0.000127619	0	0.000137005	0.000294529	3.90E-05	0	0.000145921	0	0.000114715	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae
147	0	0.000122699	0	0	5.04E-05	0.000122699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54E-05	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
148	0	0.0450984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0450984	0	0	0	0	0	0.000730169	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Alloscardovia
150	0	3.21E-05	0	0	0	0	3.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
153	0	0.000147265	3.60E-05	0	0	4.09E-05	0	0	0	0	0	0	0	0	0	5.01E-05	2.13E-05	0	0	0.000147265	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
154	0	5.72E-05	0	0	0	0	3.21E-05	0	0	0	0	0	5.72E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia
155	0	0.00012276	0	0	0	0	0	0	0	0	0	0.00012276	2.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes
157	0.000295908	5.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.69E-05	0	0	3.68E-05	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Slackia
160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
162	0	0.001069805	0.0001439	0	5.04E-05	0	0.000192493	0	0	6.77E-05	0.001069805	0	0.000943801	0	0	0.000450699	0	0.000110355	0	0	0.000116923	0	0.000437764	0	0.000258109	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Azorhizophilus
163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Moryella
165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter
167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Tannerella
168	0.000126818	0.00012727	3.60E-05	8.20E-05	0	0	0	0	0.00012727	0	5.35E-05	0	8.58E-05	0	0	0	4.25E-05	0	0	0	7.79E-05	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Pseudobutyrivibrio
169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera
171	0	2.74E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74E-05	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
174	8.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus
175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
176	0	0.000168615	0	0	0	4.09E-05	3.21E-05	0.000168615	0	6.77E-05	0	6.14E-05	2.86E-05	8.90E-05	0	0	0	0	0	0	0	0	0	6.64E-05	0	6.00E-05	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
177	0	0.00062333	0	0	0	0	0	0	0	0	0	0	0	0.00062333	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes
178	0	0.000116923	0	0	0	8.18E-05	0	0	0	0	0	0	0	8.90E-05	0	0	0	0	0	0	0.000116923	4.27E-05	0	6.64E-05	0	6.00E-05	Root; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__Gemella
179	0	0.000550854	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000550854	0	7.36E-05	0	0	3.90E-05	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Filifactor
181	0	0.00015121	3.60E-05	0	0.00015121	0	6.42E-05	0	0	0	5.35E-05	0	5.72E-05	0	0	0	0	0	0	0	0	0	0	0	8.60E-05	0	Root; p__Firmicutes; c__Bacilli
182	0	0.000224575	0	0	0.00015121	0	0.000224575	0	0	0	0	0	0	8.90E-05	0	0	0	0	0	0	3.90E-05	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
185	0	5.62E-05	0	0	0	0	0	5.62E-05	0	0	0	0	2.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Leclercia
186	0	3.21E-05	0	0	0	0	3.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
187	0.001394995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
188	0.00016909	0.006953731	0	0	5.04E-05	0	0	0	0.00606652	0.000135309	0.006953731	0.00012276	8.58E-05	0.000178094	0	0	2.13E-05	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus
191	0	5.04E-05	0	0	5.04E-05	0	3.21E-05	0	0	0	0	0	2.86E-05	0	0	0	0	0	0	0	3.90E-05	4.27E-05	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae
194	0	3.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68E-05	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister
196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__
198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
199	8.45E-05	0.000796201	0	0	0	4.09E-05	0	0	4.24E-05	0.000270618	0	0	0	0	0.000796201	0.000100155	0	0	0.000191807	0	3.90E-05	0	4.86E-05	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides
200	0.000126818	8.90E-05	0	0	0	0	0	0	0	0	0	0	0	8.90E-05	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__
201	0	0.000453629	0	0	0.000453629	0	0.000417068	0	0	0	0	0	5.72E-05	0	0	0	0	0	0	0	0	0	0	0	2.87E-05	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia
202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
203	0	0.000252016	0	0	0.000252016	0	0.000224575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87E-05	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia
204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema
205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__ClostridialesFamilyXI.IncertaeSedis; g__
208	0	0.000194871	0	0	0	0	0	0	0.00012727	0	0	0	0.000143	0	0	0	2.13E-05	0	0	0	0.000194871	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Ruminococcus
209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__ClostridialesFamilyXI.IncertaeSedis; g__Anaerococcus
210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__ClostridialesFamilyXI.IncertaeSedis; g__Peptoniphilus
211	0	0.000504032	0	0	0.000504032	0	0.000352903	0	0	0	0	0	8.58E-05	0	0	0	0	0	0	0	0	0	0	0	2.87E-05	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia
212	8.45E-05	0.000356189	0	0	0	0.000122699	0.000192493	0.00011241	0	0	0	6.14E-05	0	0.000356189	0	5.01E-05	0	0	0	0	0	0	0	9.96E-05	0	6.00E-05	Root; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella
213	8.45E-05	2.86E-05	0	0	0	0	0	0	0	0	0	0	2.86E-05	0	0	0	2.13E-05	0	0	0	0	0	0	0	0	0	Root; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia
214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
217	0	3.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68E-05	0	0	0	0	0	0	Root; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium
218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales
219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus
221	4.23E-05	0.000369665	0	0	0	0	0	0	0	6.77E-05	0	0	0	0	0.000369665	0	0	0	0	0	0	0	0	0	0	6.00E-05	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
223	0	8.20E-05	0	8.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas
225	0	0.008230807	0	0	0.000100806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008230807	0	Root; p__Bacteroidetes; c__Flavobacteria; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga
226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
227	0.000338181	0.000184139	0	8.20E-05	0	0	3.21E-05	0	0	0	5.35E-05	0.000184139	8.58E-05	0	0	0	0	0	0	0	0	0	0	0	2.87E-05	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
228	0	0.000128329	0	0	5.04E-05	0	0.000128329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87E-05	0	Root; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
229	0	6.77E-05	0	0	0	0	0	0	0	6.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__Gemella
230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas
231	0.000211363	0.000155897	0	0	0	0	0	0	4.24E-05	6.77E-05	5.35E-05	0	8.58E-05	8.90E-05	0	0	2.13E-05	0	0	0	0.000155897	0	4.86E-05	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
233	8.45E-05	0.000899378	0.000899378	0	0	0	0	0	0	6.77E-05	0	6.14E-05	2.86E-05	0	2.84E-05	0	0	0	5.48E-05	0	0	8.54E-05	0	0	0.000114715	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
236	0	0.0002288	3.60E-05	8.20E-05	5.04E-05	0	3.21E-05	5.62E-05	0	0	0	6.14E-05	0.0002288	0	0	5.01E-05	2.13E-05	7.36E-05	0	0	0	0	0	3.32E-05	0	0.000119983	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Anaeroglobus
239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma
240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__
241	0	2.86E-05	0	0	0	0	0	0	0	0	0	0	2.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus
